@id,name,contentSize,contentUrl,encodingFormat
dataDownload-0001,North Inlet Estuary LTER - Zooplankton 1981-1992,430 KB,https://pasta.lternet.edu/package/data/eml/knb-lter-nin/2/1/ZooPlanktonSample-NIN-LTER-1981-1992,text/csv
